Member_number,Date,itemDescription,itemAisle
2018,01-04-2015,coffee,Beverages
1182,09-01-2015,whole milk,Dairy
3401,08-02-2015,other vegetables,Produce
4547,18-01-2015,whole milk,Dairy
3547,21-10-2015,meat,Fresh meat
4831,04-06-2015,other vegetables,Produce
2851,01-01-2015,brown bread,Bakery
3072,28-02-2015,yogurt,Dairy
1398,15-04-2015,canned fruit,Dry and Canned Foods
1779,28-10-2015,curd,Dairy
1823,27-11-2015,curd,Dairy
3360,14-11-2015,whole milk,Dairy
1565,15-10-2015,tidbits,Dessert
4321,05-08-2015,pip fruit,Produce
1293,03-05-2015,hard cheese,Dairy
3331,25-07-2015,flour,Baking
2408,19-05-2015,dessert,Dessert
2742,10-10-2015,onions,Produce
3934,05-01-2015,bottled beer,Alcohol
4742,22-06-2015,coffee,Beverages
4405,22-07-2015,pastry,Bakery
3229,25-03-2015,UHT-milk,Dairy
2817,22-12-2015,chewing gum,Snacks
2741,17-02-2015,waffles,Frozen Foods
3562,30-12-2015,shopping bags,Household Goods
4442,06-10-2015,whole milk,Dairy
2022,02-05-2015,whole milk,Dairy
4380,11-03-2015,bottled beer,Alcohol
3687,22-12-2015,coffee,Beverages
2077,05-07-2015,coffee,Beverages
3273,15-03-2015,butter,Dairy
3736,27-11-2015,soda,Beverages
3190,28-03-2015,yogurt,Dairy
3295,28-07-2015,rum,Alcohol
3276,30-06-2015,canned beer,Alcohol
4405,01-06-2015,other vegetables,Produce
4266,31-07-2015,other vegetables,Produce
1372,25-06-2015,butter,Dairy
1242,13-12-2015,pasta,Dry and Canned Foods
4820,05-01-2015,chocolate,Dessert
4702,11-08-2015,other vegetables,Produce
3687,16-07-2015,white bread,Bakery
4115,20-03-2015,tropical fruit,Produce
2236,02-03-2015,root vegetables,Produce
1026,15-03-2015,dental care,Household Goods
2678,20-03-2015,fruit/vegetable juice,Produce
1934,08-04-2015,yogurt,Dairy
3525,14-02-2015,oil,Condiments and Spices
1354,29-11-2015,pastry,Bakery
2782,04-09-2015,soda,Beverages
4456,16-05-2015,other vegetables,Produce
4869,04-03-2015,flower (seeds),Household Goods
2454,26-08-2015,soda,Beverages
4222,20-08-2015,chocolate,Dessert
1358,09-11-2015,yogurt,Dairy
3393,15-02-2015,whole milk,Dairy
1615,12-03-2015,whipped/sour cream,Dairy
4734,07-12-2015,rolls/buns,Bakery
4946,11-04-2015,coffee,Beverages
2419,22-08-2015,pastry,Bakery
4989,06-03-2015,rolls/buns,Bakery
2961,27-05-2015,softener,Cleaning Items
2707,03-07-2015,shopping bags,Household Goods
2010,11-06-2015,specialty bar,Snacks
1502,16-04-2015,yogurt,Dairy
2600,29-04-2015,other vegetables,Produce
3603,30-01-2015,root vegetables,Produce
4352,14-04-2015,soda,Beverages
1477,16-05-2015,liquor (appetizer),Alcohol
4938,24-11-2015,other vegetables,Produce
2745,27-01-2015,butter milk,Dairy
2738,11-09-2015,whole milk,Dairy
4170,19-01-2015,yogurt,Dairy
3776,17-05-2015,butter,Dairy
1062,18-09-2015,butter,Dairy
1546,01-03-2015,whipped/sour cream,Dairy
2020,19-11-2015,pastry,Bakery
2366,18-01-2015,whole milk,Dairy
1107,01-03-2015,spread cheese,Dairy
1407,29-07-2015,coffee,Beverages
3718,26-02-2015,herbs,Produce
4808,26-07-2015,abrasive cleaner,Cleaning Items
2940,21-05-2015,root vegetables,Produce
3048,12-10-2015,pip fruit,Produce
3165,15-06-2015,butter milk,Dairy
4306,28-12-2015,pastry,Bakery
4302,11-05-2015,coffee,Beverages
4516,29-03-2015,pip fruit,Produce
3582,31-03-2015,newspapers,Household Goods
1534,07-10-2015,bottled water,Beverages
1844,24-07-2015,chewing gum,Snacks
1218,07-05-2015,whole milk,Dairy
4482,30-11-2015,yogurt,Dairy
2574,12-11-2015,curd,Dairy
2767,27-01-2015,other vegetables,Produce
2794,29-09-2015,margarine,Dairy
4228,26-03-2015,bottled water,Beverages
3062,06-08-2015,margarine,Dairy
2365,21-06-2015,other vegetables,Produce
3775,07-07-2015,Instant food products,Dry and Canned Foods
2232,05-06-2015,other vegetables,Produce
4156,08-03-2015,rolls/buns,Bakery
3643,20-09-2015,sliced cheese,Dairy
3470,10-04-2015,frozen meals,Frozen Foods
2602,12-11-2015,root vegetables,Produce
4796,06-10-2015,whole milk,Dairy
3289,08-09-2015,yogurt,Dairy
4470,31-03-2015,cream cheese ,Dairy
2502,02-07-2015,berries,Produce
2205,03-07-2015,pastry,Bakery
3201,21-01-2015,specialty chocolate,Dessert
2882,25-06-2015,citrus fruit,Produce
2757,16-12-2015,other vegetables,Produce
3679,30-08-2015,other vegetables,Produce
2380,02-12-2015,rolls/buns,Bakery
1825,10-06-2015,domestic eggs,Dairy
2868,18-07-2015,beef,Fresh meat
2709,20-08-2015,other vegetables,Produce
4585,16-07-2015,soda,Beverages
2634,22-04-2015,other vegetables,Produce
4832,12-03-2015,ready soups,Dry and Canned Foods
2032,28-07-2015,meat spreads,Deli
2061,27-12-2015,long life bakery product,Bakery
2210,13-01-2015,rice,Dry and Canned Foods
2346,08-05-2015,bottled beer,Alcohol
4315,26-04-2015,bottled water,Beverages
4166,26-07-2015,butter,Dairy
3907,25-10-2015,newspapers,Household Goods
2706,22-03-2015,detergent,Cleaning Items
2855,08-05-2015,frozen dessert,Frozen Dessert
2074,04-10-2015,chocolate,Dessert
2840,27-05-2015,canned beer,Alcohol
2247,31-05-2015,specialty bar,Snacks
4063,14-07-2015,spices,Condiments and Spices
4780,07-03-2015,beverages,Beverages
1081,03-06-2015,whole milk,Dairy
4843,03-02-2015,dessert,Dessert
3246,27-08-2015,canned beer,Alcohol
4009,14-07-2015,yogurt,Dairy
3697,10-03-2015,spread cheese,Dairy
4579,29-10-2015,curd,Dairy
3803,10-06-2015,newspapers,Household Goods
4108,21-07-2015,whole milk,Dairy
1664,04-01-2015,curd,Dairy
4179,03-06-2015,pickled vegetables,Dry and Canned Foods
4172,18-02-2015,pastry,Bakery
2851,17-02-2015,chewing gum,Snacks
3385,22-06-2015,ice cream,Frozen Dessert
1303,09-08-2015,canned fish,Dry and Canned Foods
4487,22-01-2015,brown bread,Bakery
2392,23-03-2015,whole milk,Dairy
4218,10-03-2015,specialty fat,Condiments and Spices
2891,07-02-2015,domestic eggs,Dairy
4474,12-10-2015,sugar,Baking
4437,28-07-2015,butter milk,Dairy
2648,11-08-2015,fruit/vegetable juice,Produce
1081,05-03-2015,bottled beer,Alcohol
3071,21-01-2015,domestic eggs,Dairy
3409,20-05-2015,frozen vegetables,Frozen Foods
2768,01-01-2015,salt,Condiments and Spices
3424,16-08-2015,yogurt,Dairy
4610,19-04-2015,cream cheese ,Dairy
3090,11-04-2015,berries,Produce
4585,05-01-2015,brown bread,Bakery
4388,20-03-2015,tropical fruit,Produce
3751,01-01-2015,whole milk,Dairy
2650,05-11-2015,coffee,Beverages
2448,06-08-2015,root vegetables,Produce
2652,26-12-2015,soda,Beverages
1385,19-11-2015,other vegetables,Produce
2960,31-08-2015,rolls/buns,Bakery
2736,03-02-2015,processed cheese,Dairy
1768,21-04-2015,rolls/buns,Bakery
2002,20-10-2015,frozen vegetables,Frozen Foods
3046,18-11-2015,margarine,Dairy
2284,18-03-2015,waffles,Frozen Foods
1708,18-09-2015,canned beer,Alcohol
1952,23-11-2015,tropical fruit,Produce
3497,09-08-2015,brown bread,Bakery
1479,14-05-2015,rolls/buns,Bakery
1237,04-09-2015,white bread,Bakery
4353,24-08-2015,other vegetables,Produce
3528,18-08-2015,soda,Beverages
2092,09-04-2015,rolls/buns,Bakery
2514,11-02-2015,cake bar,Dessert
4790,16-05-2015,dessert,Dessert
1948,25-08-2015,dessert,Dessert
3581,16-01-2015,yogurt,Dairy
4778,26-03-2015,bottled water,Beverages
2601,26-03-2015,whole milk,Dairy
4678,31-03-2015,cling film/bags,Household Goods
3642,24-02-2015,rolls/buns,Bakery
2957,19-09-2015,bottled beer,Alcohol
4585,28-09-2015,whole milk,Dairy
3637,07-10-2015,salty snack,Snacks
1353,02-09-2015,salty snack,Snacks
3257,13-02-2015,dog food,Pets
2524,09-10-2015,dishes,Household Goods
2035,23-12-2015,prosecco,Alcohol
3658,26-09-2015,pip fruit,Produce
1901,29-11-2015,zwieback,Bakery
3247,13-01-2015,spread cheese,Dairy
4308,24-01-2015,detergent,Cleaning Items
1305,24-05-2015,whole milk,Dairy
1011,12-09-2015,herbs,Produce
2234,29-07-2015,margarine,Dairy
3744,12-08-2015,whole milk,Dairy
2903,08-08-2015,soda,Beverages
3036,07-12-2015,shopping bags,Household Goods
2465,27-12-2015,soda,Beverages
1233,20-03-2015,soda,Beverages
1366,29-05-2015,whole milk,Dairy
3741,08-06-2015,shopping bags,Household Goods
2230,28-05-2015,other vegetables,Produce
1206,15-05-2015,soda,Beverages
3690,24-04-2015,cake bar,Dessert
3620,18-06-2015,onions,Produce
4759,20-02-2015,other vegetables,Produce
3543,10-11-2015,curd,Dairy
2792,29-07-2015,sliced cheese,Dairy
1929,07-10-2015,butter,Dairy
2433,23-08-2015,rolls/buns,Bakery
4941,15-01-2015,pickled vegetables,Dry and Canned Foods
3547,10-07-2015,whole milk,Dairy
1290,24-04-2015,margarine,Dairy
4207,28-08-2015,dessert,Dessert
2107,03-01-2015,margarine,Dairy
3050,03-11-2015,soda,Beverages
3814,21-07-2015,napkins,Household Goods
4875,13-09-2015,grapes,Produce
3691,08-08-2015,newspapers,Household Goods
2433,14-03-2015,chocolate,Dessert
4757,01-09-2015,dishes,Household Goods
1407,29-04-2015,rolls/buns,Bakery
4718,06-12-2015,curd,Dairy
1240,14-04-2015,other vegetables,Produce
1792,15-08-2015,detergent,Cleaning Items
4486,11-09-2015,other vegetables,Produce
1757,15-06-2015,whipped/sour cream,Dairy
2186,07-01-2015,other vegetables,Produce
3752,15-04-2015,root vegetables,Produce
3051,29-11-2015,fruit/vegetable juice,Produce
3688,23-10-2015,whole milk,Dairy
4676,15-01-2015,other vegetables,Produce
2142,25-06-2015,curd,Dairy
4939,29-06-2015,whole milk,Dairy
1806,07-06-2015,root vegetables,Produce
1595,10-05-2015,other vegetables,Produce
2086,03-09-2015,pastry,Bakery
4251,10-03-2015,yogurt,Dairy
2689,30-04-2015,rolls/buns,Bakery
2560,26-11-2015,fruit/vegetable juice,Produce
2393,17-04-2015,salty snack,Snacks
1669,19-08-2015,vinegar,Baking
3500,21-04-2015,whole milk,Dairy
1213,03-03-2015,dessert,Dessert
4598,18-11-2015,whole milk,Dairy
1404,05-03-2015,bottled water,Beverages
1758,26-02-2015,yogurt,Dairy
1265,03-07-2015,curd,Dairy
1006,14-06-2015,chocolate,Dessert
2779,17-10-2015,white bread,Bakery
4457,09-03-2015,pasta,Dry and Canned Foods
2532,07-06-2015,root vegetables,Produce
2811,23-02-2015,long life bakery product,Bakery
4004,05-10-2015,pastry,Bakery
1737,05-09-2015,instant coffee,Beverages
3266,25-10-2015,coffee,Beverages
4981,01-10-2015,brown bread,Bakery
1934,08-06-2015,curd,Dairy
2512,19-01-2015,soda,Beverages
3400,03-04-2015,hard cheese,Dairy
4301,05-01-2015,soda,Beverages
2997,30-12-2015,rubbing alcohol,Personal Care
1098,08-05-2015,hard cheese,Dairy
2208,30-07-2015,curd,Dairy
3672,28-05-2015,canned beer,Alcohol
3651,24-01-2015,rolls/buns,Bakery
3957,15-05-2015,processed cheese,Dairy
2986,01-11-2015,bottled beer,Alcohol
4433,25-05-2015,waffles,Frozen Foods
3822,27-05-2015,chocolate marshmallow,Dessert
4588,30-04-2015,soft cheese,Dairy
2622,17-07-2015,pip fruit,Produce
2117,05-02-2015,whipped/sour cream,Dairy
1780,07-12-2015,yogurt,Dairy
3819,04-12-2015,packaged fruit/vegetables,Produce
1884,12-11-2015,coffee,Beverages
2595,23-01-2015,dessert,Dessert
3046,31-03-2015,bottled water,Beverages
3228,26-01-2015,whipped/sour cream,Dairy
2251,23-06-2015,napkins,Household Goods
2368,11-11-2015,bottled water,Beverages
2573,01-03-2015,hard cheese,Dairy
4701,30-04-2015,pasta,Dry and Canned Foods
4384,25-05-2015,cream cheese ,Dairy
1998,18-05-2015,rolls/buns,Bakery
4583,23-02-2015,frozen dessert,Frozen Dessert
2043,21-04-2015,bottled water,Beverages
2201,22-05-2015,hygiene articles,Personal Care
3522,23-09-2015,whipped/sour cream,Dairy
3922,28-08-2015,napkins,Household Goods
2636,09-11-2015,sliced cheese,Dairy
1092,27-07-2015,Instant food products,Dry and Canned Foods
2711,13-09-2015,chewing gum,Snacks
3899,22-04-2015,margarine,Dairy
4372,30-07-2015,other vegetables,Produce
4576,08-05-2015,whole milk,Dairy
4953,10-10-2015,napkins,Household Goods
4692,27-10-2015,root vegetables,Produce
1170,11-12-2015,soda,Beverages
2625,04-08-2015,yogurt,Dairy
2394,30-08-2015,domestic eggs,Dairy
4277,18-02-2015,rolls/buns,Bakery
3170,17-01-2015,male cosmetics,Personal Care
2229,25-10-2015,shopping bags,Household Goods
2944,02-01-2015,yogurt,Dairy
2582,03-06-2015,fruit/vegetable juice,Produce
1373,05-10-2015,frozen vegetables,Frozen Foods
1366,25-10-2015,bottled water,Beverages
3469,05-10-2015,soda,Beverages
4012,16-05-2015,frozen potato products,Frozen Foods
2031,26-02-2015,misc. beverages,Beverages
2459,16-09-2015,onions,Produce
4377,23-02-2015,other vegetables,Produce
1534,13-08-2015,hygiene articles,Personal Care
2051,23-07-2015,ice cream,Frozen Dessert
3430,26-01-2015,rolls/buns,Bakery
1567,13-03-2015,bottled beer,Alcohol
2972,21-05-2015,house keeping products,Cleaning Items
1287,28-08-2015,ice cream,Frozen Dessert
4776,08-08-2015,yogurt,Dairy
2271,08-04-2015,whole milk,Dairy
4657,15-08-2015,snack products,Snacks
2344,14-04-2015,root vegetables,Produce
1482,07-06-2015,soda,Beverages
1278,12-09-2015,butter,Dairy
4831,13-11-2015,domestic eggs,Dairy
1819,11-11-2015,pasta,Dry and Canned Foods
2687,31-07-2015,fruit/vegetable juice,Produce
4468,24-03-2015,curd,Dairy
4760,04-02-2015,root vegetables,Produce
2310,24-03-2015,frozen meals,Frozen Foods
3924,02-07-2015,bottled water,Beverages
3517,12-11-2015,shopping bags,Household Goods
3164,30-09-2015,hygiene articles,Personal Care
3245,17-05-2015,coffee,Beverages
2629,12-06-2015,frozen dessert,Frozen Dessert
1347,15-09-2015,bottled water,Beverages
1216,25-08-2015,bottled water,Beverages
4636,04-10-2015,photo/film,Household Goods
1197,22-11-2015,packaged fruit/vegetables,Produce
1100,03-12-2015,butter milk,Dairy
2054,15-12-2015,whole milk,Dairy
3761,26-09-2015,margarine,Dairy
4947,14-09-2015,soda,Beverages
1032,15-06-2015,white bread,Bakery
3353,14-08-2015,waffles,Frozen Foods
4466,20-08-2015,frozen vegetables,Frozen Foods
2081,22-01-2015,butter milk,Dairy
2162,19-06-2015,curd,Dairy
3719,17-12-2015,brown bread,Bakery
3153,28-04-2015,pastry,Bakery
4462,04-02-2015,newspapers,Household Goods
2420,27-09-2015,frozen potato products,Frozen Foods
3971,17-06-2015,zwieback,Bakery
1611,26-02-2015,domestic eggs,Dairy
1225,26-02-2015,whole milk,Dairy
1554,21-05-2015,detergent,Cleaning Items
4624,27-11-2015,candy,Dessert
3337,06-10-2015,chewing gum,Snacks
2265,25-09-2015,domestic eggs,Dairy
4999,24-01-2015,yogurt,Dairy
4102,11-03-2015,rum,Alcohol
3853,07-04-2015,domestic eggs,Dairy
2265,13-06-2015,whipped/sour cream,Dairy
2452,08-11-2015,canned beer,Alcohol
2829,19-12-2015,margarine,Dairy
3926,20-08-2015,curd,Dairy
3960,21-10-2015,root vegetables,Produce
3980,16-09-2015,pastry,Bakery
1116,29-01-2015,root vegetables,Produce
2663,21-10-2015,whole milk,Dairy
2164,24-11-2015,pasta,Dry and Canned Foods
3950,05-12-2015,whole milk,Dairy
1252,13-04-2015,whole milk,Dairy
4804,27-12-2015,rolls/buns,Bakery
4041,09-07-2015,rolls/buns,Bakery
1894,08-04-2015,citrus fruit,Produce
4977,20-08-2015,packaged fruit/vegetables,Produce
2171,09-03-2015,long life bakery product,Bakery
3417,15-12-2015,sauces,Condiments and Spices
1175,06-10-2015,white wine,Alcohol
4946,17-02-2015,yogurt,Dairy
4662,27-06-2015,brown bread,Bakery
2869,12-10-2015,whole milk,Dairy
4053,22-03-2015,whole milk,Dairy
4574,30-11-2015,rolls/buns,Bakery
1110,15-11-2015,margarine,Dairy
4700,03-04-2015,ketchup,Condiments and Spices
2565,29-04-2015,butter milk,Dairy
2468,13-03-2015,domestic eggs,Dairy
4836,13-11-2015,other vegetables,Produce
3504,22-09-2015,whipped/sour cream,Dairy
1333,04-03-2015,brown bread,Bakery
4039,27-12-2015,bottled water,Beverages
2077,15-05-2015,rolls/buns,Bakery
3519,13-12-2015,rolls/buns,Bakery
2989,30-01-2015,soda,Beverages
3737,05-05-2015,pastry,Bakery
3558,19-09-2015,other vegetables,Produce
3036,13-07-2015,whipped/sour cream,Dairy
3180,07-03-2015,curd,Dairy
2978,05-09-2015,UHT-milk,Dairy
3985,23-10-2015,whipped/sour cream,Dairy
4903,12-08-2015,salty snack,Snacks
2835,10-09-2015,yogurt,Dairy
3783,22-06-2015,soda,Beverages
1486,14-12-2015,rolls/buns,Bakery
4589,10-08-2015,beverages,Beverages
1132,19-02-2015,rolls/buns,Bakery
4827,27-11-2015,pip fruit,Produce
3361,28-06-2015,beverages,Beverages
4681,09-11-2015,cat food,Pets
4197,26-10-2015,yogurt,Dairy
3701,22-01-2015,specialty chocolate,Dessert
4195,10-01-2015,cream cheese ,Dairy
3429,04-01-2015,coffee,Beverages
2430,20-01-2015,sliced cheese,Dairy
4330,04-08-2015,sparkling wine,Alcohol
1783,18-03-2015,rolls/buns,Bakery
4025,11-04-2015,dental care,Household Goods
3399,19-07-2015,rolls/buns,Bakery
4766,01-03-2015,margarine,Dairy
3562,13-08-2015,soda,Beverages
2447,21-01-2015,curd cheese,Dairy
1396,22-07-2015,canned beer,Alcohol
4633,26-04-2015,rolls/buns,Bakery
4695,01-05-2015,shopping bags,Household Goods
1706,14-08-2015,cat food,Pets
3872,23-11-2015,shopping bags,Household Goods
1444,14-10-2015,hygiene articles,Personal Care
4753,11-08-2015,whole milk,Dairy
4580,29-11-2015,butter,Dairy
2516,04-03-2015,yogurt,Dairy
2415,08-08-2015,curd,Dairy
3925,25-03-2015,margarine,Dairy
4996,24-11-2015,decalcifier,Cleaning Items
4569,27-07-2015,sliced cheese,Dairy
3509,04-11-2015,coffee,Beverages
2252,10-08-2015,rolls/buns,Bakery
1634,02-09-2015,newspapers,Household Goods
4112,27-04-2015,soda,Beverages
4042,08-08-2015,white wine,Alcohol
4473,26-06-2015,whole milk,Dairy
3878,30-04-2015,liquor (appetizer),Alcohol
2266,30-09-2015,butter milk,Dairy
3304,30-11-2015,hygiene articles,Personal Care
3757,02-04-2015,whole milk,Dairy
3440,21-12-2015,yogurt,Dairy
4328,02-04-2015,abrasive cleaner,Cleaning Items
3737,12-06-2015,yogurt,Dairy
3948,15-06-2015,rum,Alcohol
3682,03-05-2015,canned beer,Alcohol
2827,31-10-2015,whipped/sour cream,Dairy
2650,10-05-2015,semi-finished bread,Bakery
1360,16-12-2015,citrus fruit,Produce
3679,23-12-2015,domestic eggs,Dairy
4137,03-07-2015,root vegetables,Produce
4235,19-12-2015,condensed milk,Baking
3193,31-01-2015,whipped/sour cream,Dairy
1332,12-02-2015,Instant food products,Dry and Canned Foods
4821,28-11-2015,cream cheese ,Dairy
1837,07-09-2015,yogurt,Dairy
3665,23-09-2015,chocolate,Dessert
2659,05-08-2015,other vegetables,Produce
1322,01-09-2015,bottled beer,Alcohol
1599,29-05-2015,berries,Produce
2933,04-06-2015,yogurt,Dairy
3963,21-02-2015,specialty bar,Snacks
4178,06-03-2015,coffee,Beverages
1052,27-10-2015,shopping bags,Household Goods
4693,18-08-2015,domestic eggs,Dairy
1329,02-02-2015,whipped/sour cream,Dairy
3128,13-06-2015,yogurt,Dairy
1175,30-06-2015,berries,Produce
2211,31-03-2015,packaged fruit/vegetables,Produce
2093,06-12-2015,rolls/buns,Bakery
4284,14-10-2015,coffee,Beverages
4449,30-03-2015,UHT-milk,Dairy
4269,04-01-2015,semi-finished bread,Bakery
1962,04-05-2015,frozen meals,Frozen Foods
2250,10-04-2015,margarine,Dairy
1743,13-11-2015,brown bread,Bakery
1583,28-07-2015,newspapers,Household Goods
4295,26-10-2015,butter,Dairy
1183,29-06-2015,brown bread,Bakery
2729,21-03-2015,butter,Dairy
4035,08-03-2015,whole milk,Dairy
1608,08-06-2015,cream cheese ,Dairy
1793,07-03-2015,organic products,Produce
2210,07-09-2015,whole milk,Dairy
1885,07-03-2015,butter,Dairy
1078,28-10-2015,rolls/buns,Bakery
1016,30-09-2015,pip fruit,Produce
3077,29-05-2015,bottled water,Beverages
3551,05-01-2015,beverages,Beverages
1158,17-10-2015,root vegetables,Produce
2443,20-06-2015,curd,Dairy
1395,15-01-2015,curd,Dairy
2454,11-10-2015,domestic eggs,Dairy
3472,30-04-2015,pastry,Bakery
3547,28-11-2015,jam,Condiments and Spices
1038,21-02-2015,whole milk,Dairy
3915,09-11-2015,onions,Produce
2719,19-04-2015,coffee,Beverages
2234,23-12-2015,whole milk,Dairy
1565,14-12-2015,frozen vegetables,Frozen Foods
1328,24-03-2015,whole milk,Dairy
3398,18-01-2015,frozen fish,Frozen Foods
3687,02-12-2015,beverages,Beverages
2448,06-08-2015,root vegetables,Produce
2652,26-12-2015,margarine,Dairy
1385,19-11-2015,chocolate,Dessert
2960,31-08-2015,whole milk,Dairy
2736,03-02-2015,pip fruit,Produce
1768,21-04-2015,herbs,Produce
2002,20-10-2015,root vegetables,Produce
3046,18-11-2015,instant coffee,Beverages
2284,18-03-2015,napkins,Household Goods
1708,18-09-2015,berries,Produce
1952,23-11-2015,soda,Beverages
3497,09-08-2015,rolls/buns,Bakery
1479,14-05-2015,brown bread,Bakery
1237,04-09-2015,tropical fruit,Produce
4353,24-08-2015,cream cheese ,Dairy
3528,18-08-2015,sliced cheese,Dairy
2092,09-04-2015,beverages,Beverages
2514,11-02-2015,rolls/buns,Bakery
4790,16-05-2015,rolls/buns,Bakery
1948,25-08-2015,soda,Beverages
3581,16-01-2015,rolls/buns,Bakery
4778,26-03-2015,frozen vegetables,Frozen Foods
2601,26-03-2015,pastry,Bakery
4678,31-03-2015,soda,Beverages
3642,24-02-2015,other vegetables,Produce
2957,19-09-2015,artif. sweetener,Baking
4585,28-09-2015,yogurt,Dairy
3637,07-10-2015,dessert,Dessert
1353,02-09-2015,flour,Baking
3257,13-02-2015,bottled water,Beverages
2524,09-10-2015,bottled beer,Alcohol
2035,23-12-2015,ice cream,Frozen Dessert
3658,26-09-2015,yogurt,Dairy
1901,29-11-2015,brown bread,Bakery
3247,13-01-2015,misc. beverages,Beverages
4308,24-01-2015,yogurt,Dairy
1305,24-05-2015,yogurt,Dairy
1011,12-09-2015,other vegetables,Produce
2234,29-07-2015,pickled vegetables,Dry and Canned Foods
3744,12-08-2015,canned vegetables,Dry and Canned Foods
2903,08-08-2015,butter,Dairy
3036,07-12-2015,beverages,Beverages
2465,27-12-2015,whole milk,Dairy
